bug_id,component_name,product_name,short_description,long_description,assignee_name,reporter_name,resolution_category,resolution_code,status_category,status_code,quantity_of_votes,quantity_of_comments,bug_fix_time,severity_category,severity_code
SEAMONKEY-322240,Preferences,SEAMONKEY,Various pref panel items missing accesskeys.,"Various pref panel items missing accesskeys that I didn't find a specific Component for:

  Appearance/
    Themes/
      Theme to use-box.
      Get New Themes-link.
    Language and Content Packs/
      Installed language packs:-box.
      Installed content packs:-box.

  Nagivator/
    Display on-combobox.
    Languages/
      Languages in order of preference:-box.
    Helper Applications/
      File types:-box.
      When encountered:-textbox.
      PFS checkbox.
    Smart Browsing/
      Domain guessing checkbox.
      Advanced.../
        Entire dialog.

  Roaming User/
    Server Information dropdown.",wladow,vhaarr+bmo,fixed,1,resolved,4,0,7,1094,minor,2
ADDONS.MOZILLA.ORG_GRAVEYARD-350096,Administration,ADDONS.MOZILLA.ORG_GRAVEYARD,Update Mozilla and Seamonkey Valid App Versions,"User-Agent:       Mozilla/5.0 (X11 U Linux i686 en-US rv:1.8.1b2) Gecko/20060824 BonEcho/2.0b2
Build Identifier: Mozilla/5.0 (X11 U Linux i686 en-US rv:1.8.1b2) Gecko/20060824 BonEcho/2.0b2

An author reported to me he got the following error when uploading his or her extension:
> Error! The MaxAppVer for Mozilla of 1.7.12 in install.rdf is invalid.
> Error! The MaxAppVer for SeaMonkey of 1.0.3 in install.rdf is invalid.

If not done already these versions should be added as well as the latest release builds (Mozilla 1.7.13 and Seamonkey 1.0.4)

Reproducible: Didn't try",cameron,osaier,fixed,1,resolved,4,0,2,7,minor,2
FIREFOX-921942,Session Restore,FIREFOX,Scroll position isn't restored in background tabs after session restore,"With Firefox set to restore the current windows and tabs:
- Open any web page A and scroll down the page a bit
- Open another web page B in another tab also scroll down a bit
- Make sure tab B is the current/active one then restart Firefox
- Notice that the scroll position on tab B has been restored correctly whereas the scroll position on tab A (background tab) isn't restored

This is with Firefox 25 beta 3. The same issue happens with a brand new profile.",ttaubert,ahmadsamir3891,fixed,1,resolved,4,1,46,80,minor,2
THUNDERBIRD-431217,Message Compose Window,THUNDERBIRD,Send button should be disabled until we have a recipient,From SM Bug 104973 – Send button should be disabled until we have a recipient,acelists,vseerror,fixed,1,resolved,4,2,42,1815,minor,2
MOZILLA.ORG_GRAVEYARD-308927,Server Operations,MOZILLA.ORG_GRAVEYARD,Send .ics files as text/calendar (Cannot subscribe to holidays calendars),"User-Agent:       Mozilla/5.0 (X11 U Linux i686 en-US rv:1.7.10) Gecko/20050911 Firefox/1.0.6 (Debian package 1.0.6-5)
Build Identifier: Mozilla/5.0 (X11 U Linux i686 en-US rv:1.7.10) Gecko/20050911 Firefox/1.0.6 (Debian package 1.0.6-5)

From the holidays calendar instruction:
=====
We've got some calendar holiday files available for download. To add these to
your calendar install the Calendar and click on the links below. You will be
prompted to subscribe to them. That way you don't have to continually download them.
=====

Clicking on the links doesn't work nor in Calendar/Firefox-1.0.6 neither in
Calendar/Mozilla-1.7.11 (both as Debian packages) because the link are in the
http:// form not in the webcal:// form. If I manually open the link as
webcal://[link] I can subscribe.

Reproducible: Always

Steps to Reproduce:
1. Install the calendar extension
2. Open http://www.mozilla.org/projects/calendar/caldata/EnglishHolidays.ics

Actual Results:  
The calendar is open as a plain text page in the browser.

Expected Results:  
The calendar extension should ask to subscribe to the calendar.

I tested only on GNU/Linux but I'm 100% sure that the problem is present in all
platforms/OSes.",justdave,luca,fixed,1,resolved,4,0,7,115,minor,2
BUGZILLA-298306,Reporting/Charting,BUGZILLA,For new products the charting error message The tool which gathers bug counts has not been run yet is misleading,"User-Agent:       Mozilla/4.0 (compatible MSIE 6.0 Windows NT 5.0)
Build Identifier: Bugzilla 2.18

I have created a schedule task Collectstats.pl. After that old chart was 
not displaying internal error. But as I create a new product and then run this 
scheduled task. After that open the Old Chart and select old products name 
in Product and click Continue it is not displaying any error. but if I 
select new product's name in Product option and click Continue it is 
displaying error message The tool which gathers bug counts has not been run 
yet.

Reproducible: Always

Steps to Reproduce:
1.Create new product.
2.Run the scheduled task collectstats.pl
3.Open the Old Chart and select new product name in Product and 
click Continue.
Actual Results:  
URL: http://bugzilla:81/reports.cgi?product=Shinsat&datasets=NEW%
3A&datasets=ASSIGNED%3A&datasets=REOPENED%3A&datasets=UNCONFIRMED%3A

Displaying Internal error The tool which gathers bug counts has not been run 
yet.

Expected Results:  
Shouldn't displayed any error. And should displayed graph with latest data.",wurblzap,mkumar,fixed,1,resolved,4,0,11,72,minor,2
CORE-328745,JavaScript Engine,CORE,toSource: unnecessary sharp variables,"Consider the following code for js shell:

var x = [] x.foo = x

var y = {} y.f = function() { } y.f.bar = y.f

print(uneval(x))
print(uneval(y))

Currently it prints:

#1=[]
({f:#1=(function () {})})

where #1 is a leftover from the fact that toSource for Object and Array consider that all enumeratable properties from the object graph would be serialized. See MarkSharpObjects from jsobj.c But this is not the case when toSource does not include all the properties as above example demonstrates.

It would be nice if unnecessary sharp variables would be avoided.",general,igor,fixed,1,resolved,4,1,3,2181,minor,2
CORE-130767,Layout,CORE,table content computed differently than div content.,"tables has set:
border-style: none
padding: 0
margin: 0
width: 100%
div has set:
nothing that should affect this

sometimes the table and div line up (ie have the save width) sometimes they
don't.  (if I up'ed my resolution they lined up fine.)  I'm guessing there's a
floating point involved here someplace that is behaving differently between the
two (this is the only thing I can think of besides my code being invalid but
I'm pretty sure my code is right).",attinasi,sproctor,fixed,1,resolved,4,0,19,1757,minor,2
BUGZILLA-161356,Documentation,BUGZILLA,mention additional perl module,"for my suse 7.1 linux I had to install
   perl -MCPAN -e 'install File::Temp'
before I could do
   perl -MCPAN -e 'install Template'
(the dependency wasn't picked up automatically.

So you might want to add File::Temp to the list of modules on that page.

Cheers!

Andy",bz,astenger,fixed,1,resolved,4,0,9,90,minor,2
CORE-159108,Layout: Tables,CORE,border-collapse: collapse. table borders should be reported as overflow,"From Bugzilla Helper:
User-Agent: Mozilla/5.0 (X11 U Linux i686 en-US rv:1.1b) Gecko/20020722
BuildID:    2002072204

On the test page the border on the top and left sides of the table disappears.
It actually appears as if the border disappears halfway in under the
content/background och the cells. If the border is 4px wide 2 pixels will be
visible at all sides of the table. If the border is 2px wide 1 pixel will be
visible at all sides etc. 1 pixel obviously becomes either 1 or 0 pixels.

Without border-collapse: collapse everything works as expected.

Reproducible: Always
Steps to Reproduce:
1. Load the test page.
2. Look at the borders around the table.

Actual Results:  The border is invisible (or width: < 1px) on the top and left
sides.

Expected Results:  There should be 1px borders on all sides.",bernd_mozilla,mavos,fixed,1,resolved,4,4,15,417,minor,2
CAMINO_GRAVEYARD-306613,Preferences,CAMINO_GRAVEYARD,Can't add pref via about:config / about:config contextual menu missing,"In Fx you can ctrl-click on an about:config entry and get a contextual menu
which allows you to create a new pref (for instance to add
permissions.default.script which does not exist by default) to lock a given
setting to reset a setting to modify a setting to toggle a setting copy name
or copy value.  (The latter four seem somewhat superfluous esp. as double-click
already toggles or modifies depending on the pref type.)  Camino shows the page
contextual menu instead.

These are useful (esp for QA!) and allow modifications and additions without the
quit-edit-restart merry-go-round we currently have in Camino for some prefs.",chris,alqahira,fixed,1,resolved,4,3,32,1635,minor,2
CORE-204068,Security: CAPS,CORE,Error pages don't work with capability.principal.* preferences set,"This is a little late spin off from bug 156997. That bug implemented better
looking error pages. Especially see comments 39-43 there. When some prefs
starting with capability.principal.codebase.* are set the error pages only
consist of the Try again-Link which doesn´t even work.

Steps to reproduce:
1. Enable error pages (user_pref(browser.xul.error_pages.enabled true))
2. Add the following lines to your preferences:
user_pref(capability.principal.codebase.p0.granted UniversalXPConnect)
user_pref(capability.principal.codebase.p0.id http://bugzilla.mozilla.org)
3. Start Mozilla Navigator.
4. Type some random string in the URL bar and press return to display the error
page for DNS errors or do something else to provoke an error page.
5. See the page with only the Try again link in it.

When you try the same without the both capability.principal.codebase.* lines in
your Preferences you see the normal error pages.

I don´t know what for those two lines are so I don´t really understand what´s
going on here. Probably this bug is just a symptom of a more general issue.",caillon,Stefan.Borggraefe,fixed,1,resolved,4,0,7,181,minor,2
CORE-230578,ImageLib,CORE,some horizontal lines of bitmap fail to load,"User-Agent:       Mozilla/5.0 (Windows U Windows NT 5.1 en-US rv:1.5) Gecko/20031007 Firebird/0.7
Build Identifier: Mozilla/5.0 (Windows U Windows NT 5.1 en-US rv:1.5) Gecko/20031007 Firebird/0.7

this is a random bitmap generator from random.org.
when loaded about 15% of the horizontal lines are white.
but this is corrected if i minimize and recall the window.
this problem does not happen with smaller images.

Reproducible: Always

Steps to Reproduce:
1. load  http://www.random.org/cgi-bin/randxbm?width=512&height=512
2.
3.

Actual Results:  
some horizontal lines are white.

Expected Results:  
all lines should have displayed random black or white pixels.",tor,chrisdlugosz,fixed,1,resolved,4,0,7,2,minor,2
CORE-272705,Layout: Text and Fonts,CORE,Error ``document.getElementById(cmd_SwitchTextDirection) has no properties'' [xs] in file ``chrome://communicator/content/utilityOverlay.js'' line 387 character 0.,"Error ``document.getElementById(cmd_SwitchTextDirection) has no properties''
[xs] in file ``chrome://communicator/content/utilityOverlay.js'' line 387
character 0.
Stopped for error handler.
#0: function goUpdateGlobalEditMenuItems() in
 line 387
385: try {
386: // XXX: implement controller for cmd_SwitchTextDirection
387: document.getElementById('cmd_SwitchTextDirection').setAttribute('disabled'
388: !document.commandDispatcher.focusedElement)
389: }

This happens in various windows including venkman it's amazingly annoying.",timeless,timeless,fixed,1,resolved,4,0,9,44,minor,2
TECH_EVANGELISM_GRAVEYARD-145516,German,TECH_EVANGELISM_GRAVEYARD,dzbank.de - unable to visit,"i see lots of funny script-coding in the left frame.

mozilla build 20020510",german,renke,fixed,1,resolved,4,0,9,2175,minor,2
NSS-338021,Libraries,NSS,Dead code in sec_pkcs12_install_bags (security/nss/lib/pkcs12/p12d.c),Please see the sample URL. The test at line 2860 will never succeed because the block at line 2849 returns if |rv| is nonzero.,nelson,kherron+mozilla,fixed,1,resolved,4,0,5,3206,minor,2
CORE-377747,General,CORE,Format string issue in JSSH extension,"User-Agent:       Mozilla/4.0 (compatible MSIE 7.0 Windows NT 6.0 SLCC1 .NET CLR 2.0.50727 Media Center PC 5.0 .NET CLR 3.0.04506 .NET CLR 1.1.4322 InfoPath.2)
Build Identifier: Mozilla/5.0 (Windows U Windows NT 6.0 en-US rv:1.9a3pre) Gecko/20070322 Minefield/3.0a3pre

Not sure were this would get logged looked around for a better place to log it.

A classic format string bug exists in the nsJSSH.cpp in the Print function when network input is printed via printf.

       printf(JS_GetStringBytes(str)) // use cout if no output stream given.

See URL for code line link.

The fix is easy:

       printf(%s JS_GetStringBytes(str)) // use cout if no output stream given.



Reproducible: Always

Steps to Reproduce:
1.
2.
3.",nobody,msg,fixed,1,resolved,4,0,2,49,minor,2
OTHER_APPLICATIONS-363323,DOM Inspector,OTHER_APPLICATIONS,DOM View is really inefficient with setting what is to be shown,"From comment in url:

Current code:
menuitem -> command -> toggler -> setter -> pref -> observer -> setter -> pref
Proposed code:
menuitem -> command -> toggler -> pref -> observer -> setter

arguably we should rebuild() in the observer too.",sdwilsh,sdwilsh,fixed,1,resolved,4,0,8,36,normal,2
RELEASE_ENGINEERING-525991,General,RELEASE_ENGINEERING,Create Major Update from 3.0.15 to 3.5.5,,catlee,catlee,fixed,1,resolved,4,0,7,8,normal,2
OTHER_APPLICATIONS-318859,ChatZilla,OTHER_APPLICATIONS,DCC functionality in ChatZilla isn't functional.,"User-Agent:       Mozilla/5.0 (Macintosh U PPC Mac OS X Mach-O en-US rv:1.9a1) Gecko/20051121 SeaMonkey/1.5a
Build Identifier: Mozilla/5.0 (Macintosh U PPC Mac OS X Mach-O en-US rv:1.9a1) Gecko/20051121 SeaMonkey/1.5a

No ports have been specified in the Preferences pane.

+++++

DCC receive:

[18:54:19] sid^^ DCC Send Baby Seal face.jpg (12.39.92.135)

/dcc-accept sid^^

[18:54:22] [INFO] 0 pending incoming DCC offers matched.
[18:54:22] [INFO] You must specify enough of the user's nickname to uniquely identify the request or include the request type and even the filename if necessary.

+++++

/dcc-send sid^^

{File browser comes up. Select a small .jpg.}

[ERROR] Internal error dispatching command “dcc-send”.
[ERROR] TypeError: setting a property that has only a getter @  2562

+++++

/dcc-chat sid^^
[19:02:06] [DCC] Sent DCC Chat offer to “sid^^” from YOU (67.186.207.96:55938) [Cancel].

[19:05:06][DCC] Aborted DCC Chat with “sid^^” (67.186.207.96:55938).

+++

The FAQ (http://www.hacksrus.com/~ginda/chatzilla/faq/chatzilla-faq.html Section 2.9) doesn't give any information about setting ports for DCC or troubleshooting. If you have anything you want me to check let me know. Next week I will have a chance to test through a different ISP.



Reproducible: Always

Steps to Reproduce:
1. Perform any dcc function.

Actual Results:  
Note that the function fails.

Expected Results:  
Sends receives and chats should connect.",gijskruitbosch+bugs,dafydd,fixed,1,resolved,4,0,14,5,normal,2
DEVELOPER.MOZILLA.ORG-416840,General,DEVELOPER.MOZILLA.ORG,Fix  and  cruft,"Since we removed the breadcrumbs and title-override extensions from developer.mozilla.org many pages now actually show

 

or

 JS_LookupProperty

The new wiki will fix this for the short term let's make the extensions emit nothing.",nobody,jorendorff,fixed,1,resolved,4,0,4,1,normal,2
MARKETPLACE_GRAVEYARD-977729,Reviewer Tools,MARKETPLACE_GRAVEYARD,add a waffle to disable the theme queue,This is a pretty private URL so literally putting a 403 or message here is fine.  This is a quick/simple thing.,kngo,wclouser,fixed,1,resolved,4,0,2,14,normal,2
THUNDERBIRD-339875,Build Config,THUNDERBIRD,ship ga-IE for 1.5.0.5,the ga-IE locale for Thunderbird 1.5 has owner signoff and is now ready to be released. We want to allow time to smoketest the builds before we release them so I'm filing this bug to keep track of this for the next scheduled stability update 1.5.0.5.,rhelmer,mscott,fixed,1,resolved,4,0,12,26,normal,2
FIREFOX-420556,Theme,FIREFOX,sidebarheader on GNOME has a transparent background,"Created attachment 306847
patch v1: fixes problem

The sidebar header on GNOME has a transparent background because its -moz-appearance: toolbox rule overrides its background-color: -moz-Dialog rule which causes problems for theming engines like Personas that expect the header to have an explicit background color as it does on Mac and Windows.

The -moz-appearance rule also overrides rules specifying top and bottom borders and it's unclear why there are these contradictory rules but the rules are the same as in winstripe where -moz-appearance does not override the other rules so perhaps they were simply copied from Windows to Linux verbatim.

In that case the intent would have been for the header to have the specified background color -moz-Dialog which we can do by simply removing the -moz-appearance.  Nevertheless that also causes the explicit border rules to be applied and I looked at three other GNOME apps with sidebars (Totem gThumb and Evolution) and none of them give their sidebar headers borders (although Evolution gives it a different background color).

Plus borders look funky with the native GTK splitter which is borderless.  So I think the header should remain borderless while fixing the background color issue which we can do by removing both the -moz-appearance rule and the top and bottom border rules.

Here's a patch that does that.

Note: there are other things I noticed while investigating this issue like that we use a widget (sidebarheader) with no XBL binding that we put its styles in toolkit/ instead of browser/ on Linux and Windows (it's in browser/ on Mac although there's at least one funky rule there as well) and that we pad the header label by four pixels on the left which causes it to be misaligned with text in the sidebar itself (f.e. the Search label in the Bookmarks sidebar).

But I'll file those as separate bugs.

Requesting wanted-firefox3 for this theme polish fix that has implications for extensibility.",myk,myk,fixed,1,resolved,4,0,6,3,normal,2
MOZILLA_LOCALIZATIONS-415621,mk / Macedonian,MOZILLA_LOCALIZATIONS,Firefox 3 mk release tracker,"This is a tracker bug for releasing Firefox 3 mk.

This bug is not that detailed but as we get particular work items they should block this bug for tracking and better discoverability.",nobody,l10n,fixed,1,resolved,4,0,2,162,normal,2
CORE-204573,HTML: Parser,CORE,View-source highlighting is incorrect for XML an file with non-ANSI characters in tag names.,"User-Agent:       Mozilla/5.0 (Windows U Windows NT 5.0 en-US rv:1.4b) Gecko/20030502
Build Identifier: Mozilla/5.0 (Windows U Windows NT 5.0 en-US rv:1.4b) Gecko/20030502

Only the beginning of the tag is colored. Any non-ANSI letter stops the coloring
(the rest appears in black).

Reproducible: Always

Steps to Reproduce:
1. View an XML source with non-ANSI characters in a tag name (e. g. the attached
file).
Actual Results:  
In view-source the beginning of a tag containing non-ANSI characters appears in
purple but the couloring stops at the non-ANSI letter and then the rest of the
tag appears in black. When the first letter of the tag is a non-ANSI character
the whole tag appears in black and isn't even in bold font.

Expected Results:  
The whole tag name should be in purple.

- Also tested on Mozilla 1.3 (PC/Windows) and Mozilla 1.0 (PC/Linux)
- In the case of an XML file which is not linked to any stylesheet the main
browser window correctly highlights the file (not applicable to the linux 1.0
version which does not show the structure of the file in the browser window).
- Tested with a file saved in utf-8 utf-16 and iso-8859-1 formats (restricted
to iso-8859-1 characters).",mrbkap,gilles.ollivier,fixed,1,resolved,4,0,13,501,normal,2
THUNDERBIRD-412434,General,THUNDERBIRD,opening a window with -chrome does not work anymore,"Hi
I have an extension whose main window is chrome://myext/content/myext.xul

I used to open it with
thunderbird -chrome chrome://myext/content/myext.xul
but now it does not work anymore: I get ReferenceError: resolveURIInternal is not defined on the console and thunderbird does not launch. Actually components/nsMailDefaultHandler.js calls resolveURIInternal but that function is defined nowhere in the file: http://mxr.mozilla.org/mozilla/source/mail/components/nsMailDefaultHandler.js#232

It seems this bug was introduced by fix for bug #395942.

If I define resolveURIInternal (by copying it from http://mxr.mozilla.org/mozilla/source/browser/components/nsBrowserContentHandler.js#83) -chrome works fine again.",arno,arno,fixed,1,resolved,4,0,16,0,normal,2
OTHER_APPLICATIONS_GRAVEYARD-391445,QA Companion,OTHER_APPLICATIONS_GRAVEYARD,Unsightly border around clicked tabs,With the new skin work (thanks for that Zak!) there's a somewhat ugly border around the text after you click on a tab. We should make that go away...,bhsieh,zach,fixed,1,resolved,4,0,4,6,normal,2
FIREFOX_OS_GRAVEYARD-942470,General,FIREFOX_OS_GRAVEYARD,test_user_agent_updates.htmltest_user_agent_overrides.html intermittently fails to unset its override of the UA string | test_videocontrols_standalone.html | Height of audio element should be 28 which is equal to the controls bar. - got 123 expected 28,"See either https://tbpl.mozilla.org/php/getParsedLog.php?id=31007226&tree=Try#error0 or all of bug 923597 - test_handlerApps.xhtml is disabled on OS X 10.8 by way of navigator.userAgent.indexOf(Mac OS X 10.8) != -1 but intermittently instead of including that string in the UA and thus not running that failing test we have a UA of DummyUserAgent so we run the test and fail it.

Might be a nice touch to have test_user_agent_updates.html grab the unaltered UA string at the start and test that it is back to that at the end so if this crops up again I won't have to guess that some later test is failing because we're running DummyUserAgent rather than the browser we thought we were running.",jimnchen+bmo,philringnalda,fixed,1,resolved,4,0,11,13,normal,2
TECH_EVANGELISM_GRAVEYARD-142958,Other,TECH_EVANGELISM_GRAVEYARD,oracle.usu.ru - form is submitted incorrectly in Mozilla 1.0RC1,"Sorry this page is in Russian. I'll try to explain what happens without
mentioning any text on the page or so.
The bug I've found appeared in Mozilla 1.0 Release Candidate 1 only all prior
versions works fine. 
The aim of that page is to provide web access to our University library's
catalogue. When you open the page you'll see the yellow square with several
fields and buttons. There is only one text field (for entering the search
phrase). Enter something there for example physics and press Ok button. In
Mozilla 0.9.9 and earlier versions and Internet Explorer you'll receive a list
of books which titles contains physics. In Mozilla 1.0 RC1 the form submits
new page loads but it contains no books info it's just the same as the page
what you see before submission (pay attention to the text just under the yellow
square in English it should looks like: 'XXX mathes found. Your query was:
'. As one can suppose after submitting a form this should be
like: 'XXX mathes found. Your query was physics' but in 1.0RC1 we actually
have '0 mathes found. Your query was:  ').
My little test shows that the difference between information sent on submission
in 0.9.9 and 1.0RC1 is that 0.9.9 sends 'ssub1=find' name-value pair when 'Ok'
button is pressed ('Ok' button is actually an image and has an OnClick event
document.forms[0].submit()) but 1.0RC1 does'nt. Maybe a server script
'prim.jsp' relies on this pair and when there is no filed named 'ssub1' in a
query it decides that there were no submission and returns blank form?",other,e_val,fixed,1,resolved,4,1,20,2480,normal,2
SEAMONKEY-160672,UI Design,SEAMONKEY,[FIX]XP filepicker's modeGetFolder looks too much like modeOpen,The error messages could use some work as could the textfield label,bzbarsky,bzbarsky,fixed,1,resolved,4,0,12,40,normal,2
MOZILLA.ORG_GRAVEYARD-471000,Server Operations,MOZILLA.ORG_GRAVEYARD,qm-plinux-trunk04 needs a kick.,Currently unreachable.,phong,anodelman,fixed,1,resolved,4,0,2,1,normal,2
CORE-459938,Audio/Video,CORE,Video has incorrect colours,"The video in the URL when played using  has a gray background. The background should be white as it is in other Theora players. This is a bug in the liboggplay library we use and a ticket is open for it:

http://trac.annodex.net/ticket/421",cajbir.bugzilla,cajbir.bugzilla,fixed,1,resolved,4,0,3,14,normal,2
SEAMONKEY-57480,General,SEAMONKEY,problem with getting back to Font size 100% after using mousewheel resize,"when changing the font size using the mouse wheel then wanting back to 100%
size you cant just use the (View-Text Size-100%) menu. It wont change the size
of the text because it wasnt set by this menu. To get back to 100% exactly is
working in 2 ways: Either use the mouse and scroll the size back to what you
'THINK' is 100% or change the size per View-Menu to anything other than 100%
then back to 100%",bryner,ultimaonline,fixed,1,resolved,4,0,10,5,normal,2
FIREFOX_BUILD_SYSTEM-454709,General,FIREFOX_BUILD_SYSTEM,WinCE Resource Compiling Needs Shunt Application,"Created attachment 337997
Patch to add arm-wince-res.c source to VS8 and VS9 WinCE tools

In order to compile resources within the SECURITY module several pathnames have to be converted from MingW32 to Windows (i.e. /c/.... to c:/....)

This means we need a resource compiler shunt tool (arm-wince-res.exe) to do the command line conversion as well as calling the correct SDK resource compiler.",wolfe,wolfe,fixed,1,resolved,4,0,7,12,normal,2
OTHER_APPLICATIONS-315913,ChatZilla,OTHER_APPLICATIONS,Replace RDF userlist with direct nsITreeView implementation,"This is mainly a personal rant because I've only just written the patch so I haven't had time to profile it properly but I get the feeling that Chatzilla spends too much time sorting the nick list. This is particularly evident when an op pings out what tends to happen is that you get join auto-op part and nick changes in quick succession which seems to kill my CPU.

The main thrust of my proposal is changing the tree from a content view to a builder view achieved by setting flags=dont-build-content on the tree. This already allows us to automatically sort when switching channel or when new nicks join a channel. The sort order is initialized once and then the tree maintains its sort although this can of course be toggled. Nick (and op changes in sort by op mode) are handled by removing and reinserting the nick.

Calls to updateUserList are therefore removed in setCurrentObject my_cjoin my_cmode and my_cnick although in the latter two cases calls to _removeUserFromGraph and _addUserToGraph are used to maintain the nick list.

I changed setListMode to clear the tree cache directly it appeared to be relying on some unknown side effect for its attribute change to take effect.

The only other change necessary in the current code was the code that extracts the nick from a given tree row as the builder view does not permit arbitrary attributes I had to extract the unicode name from the RDF data source. However the reverse operation of obtaining the tree row from a nick is simplified to tree.builderView.getIndexOfResource(nick.getGraphResource()).

I'm not sure what style is preferred so I tested for nsITreeColumn in my new sortUserList() method although I have only tested it on 1.8+ so far.",gijskruitbosch+bugs,neil,fixed,1,resolved,4,1,14,758,normal,2
MOZILLA_LOCALIZATIONS-372935,ro / Romanian,MOZILLA_LOCALIZATIONS,[ro] migration wizard string change,"We want to change the description of the homepage in the migration wizard
http://lxr.mozilla.org/l10n-mozilla1.8/source/ro/other-licenses/branding/firefox/brand.properties

It should look like http://lxr.mozilla.org/mozilla/source/other-licenses/branding/firefox/locales/en-US/brand.properties

The corresponding patch is the en-US part in https://bugzilla.mozilla.org/attachment.cgi?id=257411&action=diff#mozilla/other-licenses/branding/firefox/locales/en-US/brand.properties_sec1

Current String in English for homePageSingleStartMain:
Firefox Start a fast search page with search results by XXX

New String:
Firefox Start a fast home page with built-in search

Please change this on trunk and prepare a patch for the branch.

See bug 372409 and bug 371309 for more information.",iulianu,l10n,fixed,1,resolved,4,0,5,50,normal,2
TESTING_GRAVEYARD-412183,Sisyphus,TESTING_GRAVEYARD,Sisyphus|JavaScript Testing - TinderboxPrint of test counts contain leading whitespace,"Created attachment 296837
patch

mozilla/js/tests/runtests.sh uses wc to count the number of tests failures fixes and regressions for output to Tinderbox. On mac wc -l returns leading whitespace which causes unintended line breaks on the Tinderbox page.",bob,bob,fixed,1,resolved,4,0,3,0,trivial,1
WWW.MOZILLA.ORG-316393,General,WWW.MOZILLA.ORG,german community page needs update,"User-Agent:       Mozilla/5.0 (X11 U Linux i686 en-US rv:1.9a1) Gecko/20051114 Firefox/1.6a1
Build Identifier: Mozilla/5.0 (X11 U Linux i686 en-US rv:1.9a1) Gecko/20051114 Firefox/1.6a1

Change a the line German to German

Reproducible: Always",thorsten.fritz,thorsten.fritz,fixed,1,resolved,4,0,10,210,trivial,1
MOZILLA_LOCALIZATIONS-431511,de / German,MOZILLA_LOCALIZATIONS,German version: Access keys: Extras -> P assigned twice for Passwort-Manager and PopUp-Manager,"User-Agent:       Mozilla/5.0 (Windows U Windows NT 5.1 de-AT rv:1.8.1.13) Gecko/20080313 SeaMonkey/1.1.9
Build Identifier: Mozilla/5.0 (Windows U Windows NT 5.1 de-AT rv:1.8.1.13) Gecko/20080313 SeaMonkey/1.1.9

German version: Access key check:
Menu Extras: hot key P is assigned twice for Passwort-Manager as well as for PopUp-Manager

Reproducible: Always

Steps to Reproduce:
1. Go to Extras
2. P underlines for Password-Manager and for PopUp-Manager too
Actual Results:  
Letter P in PopUp-Manager underlined

Expected Results:  
In older releases of Mozilla letter o was underlined",kairo,sven.sabrowski,fixed,1,resolved,4,0,3,551,trivial,1
CAMINO_GRAVEYARD-337571,Bookmarks,CAMINO_GRAVEYARD,Fix the inability to edit keywords on folders in the outline view,"We don't allow folders to have keywords so the keyword field in the Folder view of the info panel should be disabled.

Right now it's not in the tab loop but you can still click there add a keyword and watch it be discarded when you leave the field :P

We should disable the field entirely (and maybe make the label grey?) until such time as we actually support keywords for folders/tab groups if ever (I thought there was a bug but I can't find it).

Blocking bug 325880 because this *is* just a .nib change :)",bugzilla-graveyard,alqahira,fixed,1,resolved,4,0,11,23,trivial,1
CORE_GRAVEYARD-124332,Error Console,CORE_GRAVEYARD,JavaScript Console should use fixed width font,"The JavaScript Console uses a variable with font.  This means that features like
the green arrow which underlines the point in a line with the JS fails is hard
to match up.

Switching to a fixed with font would make the green arrow appear under the point
in the line with the JS fails just making the feature useful.",neil,rodd,fixed,1,resolved,4,0,7,145,trivial,1
CAMINO_GRAVEYARD-345552,General,CAMINO_GRAVEYARD,Remove a pre-panther check,http://lxr.mozilla.org/mozilla/source/camino/src/browser/BrowserWindowController.mm#934,peter.a.jaros,froodian,fixed,1,resolved,4,0,10,33,trivial,1
OTHER_APPLICATIONS-184228,ChatZilla,OTHER_APPLICATIONS,Spelling error in irc.js: function net_conenct().,"User-Agent:       Mozilla/5.0 (Windows U Windows NT 5.0 en-US rv:1.3a) Gecko/20021115
Build Identifier: Mozilla/5.0 (Windows U Windows NT 5.0 en-US rv:1.3a) Gecko/20021115

This doesn't seem to dramatically affect anything.The spelling error is right here:
     CIRCNetwork.prototype.connect =
     function net_conenct()
     {...}
I'd imagine that conenct should be connect .

Reproducible: Always

Steps to Reproduce:",rginda,justinarthur,fixed,1,resolved,4,0,10,195,trivial,1
MAILNEWS_CORE-521428,Build Config,MAILNEWS_CORE,Port |Bug 518124 - Package content_canvas.xpt| to comm-central (apps),"SeaMonkey needs it.

Note that Thunderbird patch in bug 514665 is wrong in that m-1.9.2 too still needs the old files!

(Fwiw I'm not sure if calendar should be updated too or not...)",bugzillamozillaorg_serge_20140323,bugzillamozillaorg_serge_20140323,fixed,1,resolved,4,0,9,173,trivial,1
